"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.978770792E0,1.054871178E1,-4.052965641E0,1.399415970E0
3.998729542E0,1.081315613E1,-3.310555220E0,6.722662926E0
4.018688292E0,7.719191074E0,-5.956692696E-1,9.599404335E0
4.038647042E0,2.025817871E0,6.701500893E0,7.919306755E0
4.058636104E0,-1.448417950E1,1.725963783E1,1.270815277E1
4.078596209E0,-3.403268814E1,2.032926750E1,2.447055817E1
4.098492875E0,-2.720291138E1,1.435748863E1,1.418511772E1
4.118393188E0,-1.255686188E1,6.882516384E0,4.636533737E0
4.138299334E0,-2.717544556E0,3.900980949E-1,5.900581837E0
4.158213188E0,2.610905170E0,-4.700809479E0,5.250462055E0
4.178136209E0,5.582121372E0,-7.157653809E0,3.504619598E-1
4.198069490E0,6.148041248E0,-9.455697060E0,-4.520940304E0
4.218013657E0,7.979621887E-1,-1.137292194E1,-4.777405739E0
4.237968813E0,-6.351184845E-1,-1.207904339E1,-4.558994293E0
4.257934698E0,3.295772076E0,-1.328942776E1,-8.431222916E0
4.277910636E0,8.080274582E0,-1.370302773E1,-1.216209412E1
4.297895532E0,1.126471138E1,-1.357235527E1,-1.350288296E1
4.317887354E0,1.118302059E1,-1.359519482E1,-1.213860512E1
4.337887771E0,8.879852295E0,-1.381552410E1,-8.401256561E0
4.357892146E0,4.740229130E0,-1.310158443E1,-4.418123245E0
4.377898396E0,-5.412526131E-1,-1.164086533E1,-3.102882862E0
4.397904646E0,-3.567562103E0,-9.191507339E0,-4.517439365E0
4.417863396E0,-5.581150532E0,-2.834714174E0,3.524072409E0
4.437822146E0,-2.434067535E1,1.158434105E1,3.220877075E1
4.457780896E0,-4.045568848E1,2.152180862E1,3.921319962E1
4.477739646E0,-2.770455170E1,2.138092804E1,1.649990082E1
4.497698396E0,-1.072786713E1,1.368639755E1,9.119863510E-1
4.517657146E0,7.864570618E-2,6.562490463E0,-2.298708439E0
4.537615896E0,6.881526947E0,1.568659306E0,-2.612811565E0
4.557574646E0,1.151332092E1,-2.035751820E0,-4.041205406E0
4.577534386E0,1.442615414E1,-4.989037991E0,-5.173545837E0
4.597491157E0,1.512718105E1,-6.530826092E0,-6.336817741E0
4.617447979E0,1.265556622E1,-5.990293503E0,-6.180682182E0
4.637404959E0,1.009188366E1,-4.558791161E0,-6.092296600E0
4.657362146E0,1.092967510E1,-3.710517406E0,-7.397221565E0
4.677319594E0,1.076038361E1,-3.678436279E0,-7.266057491E0
4.697277354E0,1.024338818E1,-3.764748096E0,-5.942547798E0
4.717235427E0,1.025723553E1,-3.780574322E0,-3.935023546E0
4.737193813E0,1.006128120E1,-3.276343107E0,-2.928280830E-2
4.757152511E0,5.456933498E0,-1.432685852E-1,9.179353714E0
4.777111521E0,3.136482239E-1,6.889101982E0,1.823217392E1
4.797070844E0,-1.231298256E1,1.589618301E1,2.428687286E1
4.817032198E0,-3.270101929E1,1.829209328E1,2.602670860E1
4.836995427E0,-2.609048080E1,1.293797779E1,9.218572617E0
4.856955844E0,-1.227875137E1,5.602235317E0,-4.173903465E0
4.876914594E0,-1.883099556E0,-1.004428387E0,-2.893529415E0
4.896873344E0,5.781507492E0,-6.377939224E0,-1.831312180E-1
4.916832094E0,9.071083069E0,-7.682039261E0,-1.852478981E-1
4.936790844E0,9.757827759E0,-8.587604523E0,-3.028161287E0
4.956749594E0,4.210787773E0,-9.824705124E0,-3.507894993E0
4.976708344E0,-1.782081127E0,-9.822238922E0,-7.112448215E-1
4.996667094E0,-6.226186752E-1,-9.954784393E0,-1.888970256E0
5.016625844E0,3.168147564E0,-1.034016609E1,-6.406253338E0
5.036584594E0,7.707591057E0,-1.010946178E1,-1.161981392E1
5.056543344E0,1.024774933E1,-9.656764984E0,-1.441798210E1
5.076503969E0,8.068155289E0,-9.763483047E0,-1.291645527E1
5.096459125E0,3.249313831E0,-9.996141434E0,-9.125885963E0
5.116414438E0,-3.138027668E0,-1.017529297E1,-4.979951382E0
5.136370011E0,-5.752907753E0,-7.036311150E0,8.954477310E-1
5.156325948E0,-6.561754227E0,2.009530067E0,1.184867859E1
5.176282354E0,-2.457084465E1,1.572071457E1,3.170769882E1
5.196239334E0,-3.912450790E1,2.072826958E1,3.235159683E1
5.216196938E0,-2.146832848E1,1.659148026E1,9.806489944E0
5.236155167E0,-2.617814541E0,7.511994839E0,-1.530636787E0
5.256114021E0,8.043867111E0,1.658910751E0,-4.070609570E0
5.276073500E0,1.157539177E1,-1.157396317E0,-5.706092834E0
5.296033552E0,1.423975849E1,-4.021130562E0,-8.869556427E0
5.315999646E0,1.307349777E1,-6.296729565E0,-7.777501106E0
5.335965792E0,8.326635361E0,-6.027528286E0,-5.196352482E0
5.355924542E0,6.946419239E0,-4.279628277E0,-5.289316654E0
5.375883292E0,8.757010460E0,-4.004757881E0,-8.282192230E0
5.395842042E0,1.074398994E1,-4.303344250E0,-9.086293221E0
5.415800792E0,1.222379494E1,-5.210200787E0,-6.613787651E0
5.435759542E0,1.227345848E1,-5.488142967E0,-2.930917263E0
5.455718292E0,1.134185410E1,-5.118452549E0,6.770186424E-1
5.475677042E0,9.477947235E0,-3.559102535E0,5.645034790E0
5.495635792E0,5.459273338E0,3.637824059E-1,8.760495186E0
5.515594542E0,3.848075867E-1,8.154718399E0,9.846729279E0
5.535553292E0,-1.341166115E1,1.737761688E1,2.046254539E1
5.555512042E0,-3.248564911E1,1.771185684E1,3.437147522E1
5.575474386E0,-2.610372734E1,1.236588860E1,1.733726692E1
