"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.230903190E0,5.881356239E0,1.104325533E0,6.289567947E0
7.250861003E0,4.851849556E0,1.748365760E0,9.950302124E0
7.270818815E0,3.906140089E0,4.453813553E0,1.488714600E1
7.290776628E0,1.277306557E0,1.135150909E1,1.833479691E1
7.310742773E0,-1.299452972E1,2.195063972E1,2.749740601E1
7.330692461E0,-4.466503143E1,2.851314735E1,3.860410690E1
7.350642461E0,-4.404014206E1,2.395937538E1,2.647987175E1
7.370593086E0,-3.008913040E1,1.495957088E1,8.300697327E0
7.390544544E0,-1.544140339E1,6.967725277E0,-2.394201607E-2
7.410497044E0,-6.348225594E0,1.008557439E0,-4.189853072E-1
7.430450794E0,-1.131260276E0,-1.569997787E0,-1.417367458E0
7.450405898E0,6.763619781E-1,-3.389590979E0,-3.955221176E0
7.470362357E0,-1.334767461E0,-5.111021996E0,-4.398148537E0
7.490320169E0,-3.791218281E0,-6.933009624E0,-4.129997730E0
7.510279336E0,-3.690661907E0,-7.320870399E0,-4.661510944E0
7.530239753E0,1.197100850E-3,-6.176441669E0,-7.793126583E0
7.550201211E0,3.539827108E0,-6.193201065E0,-1.123120022E1
7.570178919E0,3.762487888E0,-6.250661850E0,-1.024239445E1
7.590144284E0,1.219845772E0,-5.819705963E0,-5.858611584E0
7.610102096E0,-1.303642869E0,-4.818929672E0,-2.264914751E0
7.630059909E0,-5.210979939E0,-3.588309765E0,-1.625662923E0
7.650017721E0,-1.681088638E1,-1.454477459E-1,4.031835556E0
7.669975534E0,-2.374210167E1,9.165602684E0,1.048181534E1
7.689933346E0,-3.830363464E1,2.308309746E1,1.965639687E1
7.709891159E0,-6.162794876E1,3.085707092E1,2.632664108E1
7.729848971E0,-4.260362244E1,2.324350929E1,1.153526402E1
7.749806784E0,-1.319803715E1,9.235034943E0,6.370970726E0
7.769764596E0,8.248024583E-1,3.558382273E0,6.682217121E0
7.789722409E0,5.378573895E0,1.755548358E0,2.595314741E0
7.809692617E0,7.595604897E0,7.667431235E-1,-3.782838583E0
7.829638138E0,7.820659637E0,-3.292027488E-2,-5.063736439E0
7.849584075E0,6.271611214E0,3.693056107E-1,-2.501940727E0
7.869530950E0,2.682703018E0,2.141014814E0,-6.368576288E-1
7.889479075E0,2.270900249E0,4.398746967E0,-1.671152830E0
7.909428867E0,3.470395327E0,4.970961094E0,-3.526659012E0
7.929380534E0,3.513490915E0,4.877587318E0,-2.272097349E0
7.949334284E0,4.325125217E0,4.097077847E0,1.915361285E-1
7.969290221E0,5.543774128E0,3.251924515E0,3.519476414E0
7.989248242E0,6.628347397E0,2.921524525E0,8.262390137E0
8.009208346E0,3.867832899E0,4.360439777E0,1.558385849E1
8.029170325E0,-6.216544628E0,9.084199905E0,2.081997871E1
8.049133971E0,-1.459146214E1,1.629553604E1,1.735796165E1
8.069120273E0,-2.453218842E1,2.392346191E1,1.951992607E1
8.089089753E0,-4.116231155E1,2.404796028E1,2.588610840E1
8.109047565E0,-3.498766708E1,1.780148888E1,1.523670006E1
8.129005378E0,-2.062724495E1,1.134911442E1,3.016694069E0
8.148963190E0,-9.910798073E0,5.181651115E0,1.034295082E0
8.168921003E0,-2.646790028E0,4.554968774E-1,2.715024710E0
